,company,model,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine,seats
6399,Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First,18,1199,5
6400,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual,Second,12,2494,7
6401,Maruti,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic,First,22,1197,5
6402,Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First,16,1496,5
6403,Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First,22,1197,5
6404,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual,First,24,1186,5
6405,BMW,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic,First,16,1995,5
6406,BMW,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic,First,16,1995,5
6407,Honda,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic,First,19,1199,5
6408,Skoda,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic,First,14,1598,5
6409,Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First,16,1984,5
6410,Maruti,Maruti Swift Dzire LDI,2019,558000,70000,Diesel,Manual,First,28,1248,5
6411,Hyundai,Hyundai Santro Xing GLS,2010,165000,56000,Petrol,Manual,Third,17,1086,5
6412,Hyundai,Hyundai i20 Sportz 1.4 CRDi,2012,300000,80000,Diesel,Manual,Second,21,1396,5
6413,Hyundai,Hyundai Santro Magna BSIV,2019,500000,5000,Petrol,Manual,First,20,1086,5
6414,Mahindra,Mahindra XUV500 W8 4WD,2012,900000,100000,Diesel,Manual,First,15,2179,7
6415,BMW,BMW X5 3.0d,2008,830000,60000,Diesel,Automatic,Third,11,2993,5
6416,Skoda,Skoda Rapid 1.5 TDI Ambition,2014,640000,65000,Diesel,Manual,Second,21,1498,5
6417,Mahindra,Mahindra Scorpio S10 7 Seater,2015,900000,70000,Diesel,Manual,Third,15,2179,7
6418,Chevrolet,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,450000,60000,Diesel,Manual,First,18,1248,7
6419,Maruti,Maruti Ciaz 1.3 Alpha,2018,825000,82000,Diesel,Manual,First,28,1248,5
6420,Tata,Tata Aria Pleasure 4x2,2013,500000,80000,Diesel,Manual,Second,13,2179,7
6421,Mahindra,Mahindra KUV 100 mFALCON G80 K6 AW,2017,325000,5000,Petrol,Manual,Second,18,1198,6
6422,Renault,Renault Duster 110PS Diesel RxL,2014,450000,133000,Diesel,Manual,First,19,1461,5
6423,Honda,Honda WR-V i-VTEC VX,2017,675000,25000,Petrol,Manual,Second,17,1199,5
6424,Tata,Tata Zest Revotron 1.2 XT,2017,415000,15000,Petrol,Manual,First,17,1193,5
6425,Hyundai,Hyundai Creta 1.4 CRDi S,2017,1100000,40000,Diesel,Manual,First,21,1396,5
6426,Volkswagen,Volkswagen Ameo 1.2 MPI Comfortline,2016,500000,35000,Petrol,Manual,First,17,1198,5
6427,Mahindra,Mahindra Bolero 2011-2019 ZLX,2014,509999,70000,Diesel,Manual,Second,15,2523,7
6428,Mahindra,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,200000,152000,Diesel,Manual,Fourth,10,2609,9
6429,Maruti,Maruti 800 AC BSIII,2007,60000,100000,Petrol,Manual,Second,16,796,4
6430,Hyundai,Hyundai Verna 1.6 CRDI,2013,500000,80000,Diesel,Manual,Second,22,1582,5
6431,Tata,Tata Indica V2 DLE BSII,2009,45000,100000,Diesel,Manual,Second,17,1396,5
6432,Renault,Renault KWID RXT,2017,270000,50000,Petrol,Manual,First,25,799,5
6433,Hyundai,Hyundai i20 Active 1.2 S,2017,550000,40000,Petrol,Manual,First,17,1197,5
6434,Renault,Renault KWID 1.0 RXT Optional,2016,235000,60000,Petrol,Manual,First,23,999,5
6435,Hyundai,Hyundai i20 1.2 Spotz,2018,600000,40000,Petrol,Manual,First,18,1197,5
6436,Honda,Honda Jazz 1.5 VX i DTEC,2015,525000,60000,Diesel,Manual,First,27,1498,5
6437,Maruti,Maruti Swift VDI,2012,325000,90000,Diesel,Manual,First,22,1248,5
6438,Maruti,Maruti Swift Dzire ZDI,2014,420000,90000,Diesel,Manual,First,23,1248,5
6439,Maruti,Maruti Alto K10 LXI,2014,229999,60000,Petrol,Manual,Second,20,998,5
6440,Maruti,Maruti Swift Dzire ZDI,2013,375000,80000,Diesel,Manual,Fourth,23,1248,5
6441,Mahindra,Mahindra Scorpio VLX 2WD BSIV,2012,750000,120000,Diesel,Manual,First,12,2179,8
6442,Tata,Tata Tiago 1.2 Revotron XZ,2018,400000,40000,Petrol,Manual,First,23,1199,5
6443,Mahindra,Mahindra XUV500 W6 2WD,2013,600000,91000,Diesel,Manual,First,15,2179,7
6444,Hyundai,Hyundai Santro Xing XK eRLX Euro II,2008,110000,80000,Petrol,Manual,Third,17,1086,5
6445,Maruti,Maruti 800 AC,2007,45000,73257,Petrol,Manual,First,16,796,4
6446,Mahindra,Mahindra Bolero Pik-Up CBC 1.7T,2019,722000,80000,Diesel,Manual,First,0,2523,2
6447,Tata,Tata Tiago 2019-2020 XZ,2020,500000,15000,Petrol,Manual,First,23,1199,5
6448,Hyundai,Hyundai Verna CRDi SX ABS,2007,250000,110000,Diesel,Manual,Second,18,1493,5
6449,Skoda,Skoda Rapid 1.5 TDI Ambition BSIV,2018,950000,40000,Diesel,Manual,First,21,1498,5
6450,Nissan,Nissan Sunny Diesel XV,2013,375000,212000,Diesel,Manual,First,21,1461,5
6451,Maruti,Maruti Swift Dzire ZDI,2018,780000,30000,Diesel,Manual,First,28,1248,5
6452,Hyundai,Hyundai Santro Asta BSIV,2018,575000,30000,Petrol,Manual,First,20,1086,5
6453,Hyundai,Hyundai i20 1.2 Spotz,2017,563000,30000,Petrol,Manual,Second,18,1197,5
6454,Tata,Tata Tiago 1.2 Revotron XZ,2017,450000,15000,Petrol,Manual,First,23,1199,5
6455,Toyota,Toyota Innova Crysta 2.4 ZX AT,2020,2300000,1000,Diesel,Automatic,First,13,2393,7
6456,Maruti,Maruti 800 AC,1999,80000,26320,Petrol,Manual,First,16,796,4
6457,Hyundai,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,320000,135000,Diesel,Manual,Second,23,1396,5
6458,Honda,Honda Civic 1.8 V MT,2008,375000,100000,Petrol,Manual,Third,13,1799,5
6459,Maruti,Maruti Eeco 5 Seater AC BSIV,2017,400000,120000,Petrol,Manual,First,15,1196,5
6460,Mahindra,Mahindra Xylo E8 ABS Airbag,2011,600000,230000,Diesel,Manual,First,14,2498,7
6461,Renault,Renault KWID 1.0 RXT Optional,2016,315000,60000,Petrol,Manual,Second,23,999,5
6462,BMW,BMW 3 Series 320d Highline,2012,1100000,80000,Diesel,Automatic,Second,16,1995,5
6463,Maruti,Maruti Swift Dzire VDi,2010,350000,190000,Diesel,Manual,Second,19,1248,5
6464,Maruti,Maruti Eeco 5 Seater AC BSIV,2016,375000,120000,Petrol,Manual,First,15,1196,5
6465,Toyota,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,1050000,217000,Diesel,Manual,Second,12,2494,8
6466,Maruti,Maruti Celerio VXI,2015,350000,29000,Petrol,Manual,First,23,998,5
6467,Maruti,Maruti Wagon R LX Minor,2010,120000,120000,Petrol,Manual,Third,18,1061,5
6468,Mahindra,Mahindra XUV500 W6 2WD,2015,819999,90000,Diesel,Manual,First,16,2179,7
6469,Hyundai,Hyundai i20 1.2 Asta Option,2018,700000,30000,Petrol,Manual,First,18,1197,5
6470,Maruti,Maruti Celerio ZXI Optional AMT BSIV,2018,451999,30000,Petrol,Automatic,Second,23,998,5
6471,Hyundai,Hyundai Grand i10 Magna,2016,500000,56000,Petrol,Manual,Third,18,1197,5
6472,Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1250000,90000,Diesel,Manual,First,12,2494,8
6473,Mahindra,Mahindra TUV 300 T8,2015,500000,120000,Diesel,Manual,First,18,1493,7
6474,Maruti,Maruti Swift VDI BSIV,2015,490000,60000,Diesel,Manual,First,25,1248,5
6475,Maruti,Maruti Swift Dzire ZDi,2008,200000,147000,Diesel,Manual,Second,19,1248,5
6476,Maruti,Maruti Wagon R VXI BSIII,2012,240000,35000,Petrol,Manual,First,18,998,5
6477,Hyundai,Hyundai i20 1.2 Spotz,2018,655000,19500,Petrol,Manual,First,18,1197,5
6478,Hyundai,Hyundai i20 Active 1.2 SX,2018,620000,38426,Petrol,Manual,First,17,1197,5
6479,Maruti,Maruti Swift VXI Windsong Limited edition,2015,450000,35000,Petrol,Manual,Second,20,1197,5
6480,Maruti,Maruti Wagon R LXI BS IV,2014,310000,35000,Petrol,Manual,Second,20,998,5
6481,Maruti,Maruti Alto LXi,2007,150000,50000,Petrol,Manual,Third,19,796,5
6482,Chevrolet,Chevrolet Beat Diesel LT,2012,180000,120000,Diesel,Manual,First,25,936,5
6483,Tata,Tata Indica Vista TDI LS,2011,150000,120000,Diesel,Manual,First,19,1405,5
6484,Ford,Ford Figo Diesel EXI,2011,160000,112000,Diesel,Manual,Second,20,1399,5
6485,Mahindra,Mahindra Scorpio EX,2013,600000,70000,Diesel,Manual,Third,14,2523,8
6486,Skoda,Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,380000,145000,Diesel,Manual,First,20,1598,5
6487,Tata,Tata Indigo LX,2007,120000,135000,Diesel,Manual,First,17,1405,5
6488,Toyota,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,350000,500000,Diesel,Manual,Second,12,2494,7
6489,Tata,Tata Indigo TDI,2012,135000,146000,Diesel,Manual,First,19,1405,5
6490,Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,610000,10000,Petrol,Manual,First,18,1197,5
6491,Volkswagen,Volkswagen Polo 1.5 TDI Comfortline,2020,260000,50000,Diesel,Manual,First,20,1498,5
6492,Hyundai,Hyundai Xcent 1.2 VTVT S,2017,500000,25000,Petrol,Manual,First,20,1197,5
6493,Renault,Renault KWID 1.0,2016,220000,20000,Petrol,Manual,First,23,999,5
6494,Honda,Honda Civic 1.8 S MT,2006,121000,70000,Petrol,Manual,Second,13,1799,5
6495,Tata,Tata Indigo CS eLX BS IV,2017,350000,50000,Diesel,Manual,First,25,1396,5
6496,Audi,Audi Q3 35 TDI Quattro Technology,2018,2200000,25000,Diesel,Automatic,Second,15,1968,5
6497,Hyundai,Hyundai i20 1.4 CRDi Asta,2011,280000,100000,Diesel,Manual,Second,23,1396,5
6498,Tata,Tata Nexon 1.2 Revotron XZ Plus,2020,919999,20000,Petrol,Manual,First,17,1198,5
6499,Hyundai,Hyundai i20 1.4 CRDi Asta,2011,320000,155000,Diesel,Manual,First,23,1396,5
6500,Ford,Ford Figo Diesel LXI,2012,140000,70000,Diesel,Manual,Fourth,20,1399,5
6501,Maruti,Maruti SX4 VDI,2012,310000,25000,Diesel,Manual,Second,21,1248,5
6502,Maruti,Maruti 800 EX 5 Speed,2006,65000,120000,Petrol,Manual,Second,16,796,4
6503,Chevrolet,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,300000,90000,Diesel,Manual,First,18,1248,7
6504,Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Automatic,First,13,1999,5
6505,Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First,22,2487,5
6506,Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic,First,19,1999,5
6507,Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First,14,2179,7
6508,Volvo,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic,First,18,1969,5
6509,Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First,19,2494,5
6510,Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First,21,998,5
6511,Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First,27,1248,5
6512,Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First,18,1199,5
6513,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual,Second,12,2494,7
6514,Maruti,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic,First,22,1197,5
6515,Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First,16,1496,5
6516,Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First,22,1197,5
6517,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual,First,24,1186,5
6518,BMW,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic,First,16,1995,5
6519,BMW,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic,First,16,1995,5
6520,Honda,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic,First,19,1199,5
6521,Skoda,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic,First,14,1598,5
6522,Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First,16,1984,5
6523,Mahindra,Mahindra XUV500 W8 2WD,2011,575000,110000,Diesel,Manual,Second,15,2179,7
6524,Tata,Tata Xenon XT EX 4X2,2014,440000,110000,Diesel,Manual,Second,13,2179,5
6525,Maruti,Maruti Swift VDI,2012,380000,100000,Diesel,Manual,Second,22,1248,5
6526,Tata,Tata Manza Aura (ABS) Safire,2010,140000,116700,Petrol,Manual,Fourth,15,1368,5
6527,Tata,Tata Zest Quadrajet 1.3 75PS XE,2015,475000,25000,Diesel,Manual,First,22,1248,5
6528,Mahindra,Mahindra Xylo D2,2011,200000,200000,Diesel,Manual,Third,13,2489,8
6529,Maruti,Maruti Swift Ldi BSIV,2010,400000,176062,Diesel,Manual,First,17,1248,5
6530,Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,425000,250000,Diesel,Manual,Third,12,2494,8
6531,Honda,Honda Amaze Anniversary Edition,2015,509999,82000,Diesel,Manual,First,25,1498,5
6532,Hyundai,Hyundai i10 Era 1.1 iTech SE,2010,275000,80000,Petrol,Manual,First,19,1086,5
6533,Chevrolet,Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,650000,40000,Diesel,Manual,Second,18,1248,7
6534,Jeep,Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,14000,Diesel,Manual,First,17,1956,5
6535,Renault,Renault Duster 4x4,2014,650000,129000,Diesel,Manual,First,19,1461,5
6536,Fiat,Fiat Punto EVO 1.3 Emotion,2016,360000,60000,Diesel,Manual,Second,20,1248,5
6537,Volkswagen,Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,82000,Diesel,Automatic,First,21,1498,5
6538,Land,Land Rover Range Rover Evoque 2.2L Pure,2013,2000000,77500,Diesel,Automatic,Third,12,2179,5
6539,Chevrolet,Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,675000,50000,Diesel,Manual,Second,18,1248,7
6540,Maruti,Maruti 800 AC,2006,50000,40000,Petrol,Manual,Third,16,796,4
6541,Maruti,Maruti Wagon R VXI Opt 1.2,2017,445000,39500,Petrol,Manual,First,20,1197,5
6542,Hyundai,Hyundai Elite i20 Sportz Plus Diesel,2018,750000,40000,Diesel,Manual,First,22,1396,5
6543,Maruti,Maruti Swift VDI,2012,425000,56000,Diesel,Manual,Second,22,1248,5
6544,Hyundai,Hyundai i20 1.4 Asta Option,2017,850000,54000,Diesel,Manual,First,22,1396,5
6545,Maruti,Maruti Wagon R VXI BS IV,2016,400000,20000,Petrol,Manual,Second,20,998,5
6546,Tata,Tata Indica V2 eLX,2014,200000,55896,Diesel,Manual,Second,25,1396,5
6547,Honda,Honda Amaze SX i-DTEC,2016,550000,35000,Diesel,Manual,First,25,1498,5
6548,Honda,Honda Brio V MT,2012,250000,97000,Petrol,Manual,Second,19,1198,5
6549,Maruti,Maruti Alto 800 LXI,2014,206000,120000,Petrol,Manual,Second,22,796,5
6550,Hyundai,Hyundai EON Magna Plus,2014,290000,50000,Petrol,Manual,First,21,814,5
6551,Tata,Tata Nano Lx BSIV,2010,45000,30400,Petrol,Manual,Fourth,26,624,4
6552,Mahindra,Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,Diesel,Manual,First,20,1497,5
6553,Nissan,Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Manual,Third,21,1461,5
6554,Mercedes-Benz,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,515000,120000,Diesel,Automatic,Second,14,2143,5
6555,Maruti,Maruti Alto LX,2010,170000,100000,Petrol,Manual,First,19,796,5
6556,Maruti,Maruti Swift Vdi BSIII,2010,260000,120000,Diesel,Manual,Second,17,1248,5
6557,Volkswagen,Volkswagen Vento Diesel Highline,2012,315000,130000,Diesel,Manual,Second,20,1598,5
6558,Maruti,Maruti Alto K10 2010-2014 VXI,2011,225000,76000,Petrol,Manual,Second,20,998,5
6559,Volkswagen,Volkswagen Jetta 2.0L TDI Comfortline,2012,420000,110000,Diesel,Manual,Third,19,1968,5
6560,Mahindra,Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,525000,96000,Diesel,Manual,First,12,2179,8
6561,Maruti,Maruti Swift AMT ZDI,2018,670000,90000,Diesel,Automatic,First,28,1248,5
6562,Nissan,Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Manual,Third,21,1461,5
6563,Ford,Ford Figo Diesel Celebration Edition,2013,250000,25000,Diesel,Manual,First,20,1399,5
6564,Maruti,Maruti Swift Dzire VDi,2009,229999,90000,Diesel,Manual,Second,19,1248,5
6565,Maruti,Maruti Swift Dzire VDi,2009,229999,164000,Diesel,Manual,Second,19,1248,5
6566,Honda,Honda Amaze EX i-Vtech,2013,300000,120000,Petrol,Manual,Second,18,1198,5
6567,Maruti,Maruti A-Star Vxi,2010,165000,66000,Petrol,Manual,Second,19,998,5
6568,Tata,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,295000,250000,Diesel,Manual,First,13,2179,7
6569,Hyundai,Hyundai Verna 1.6 CRDI,2011,360000,157000,Diesel,Manual,Second,22,1582,5
6570,Hyundai,Hyundai Verna 1.6 CRDI,2011,380000,157000,Diesel,Manual,Second,22,1582,5
6571,Renault,Renault KWID 1.0 RXT 02 Anniversary Edition,2017,300000,35000,Petrol,Manual,First,23,999,5
6572,Mahindra,Mahindra Scorpio 2.6 Turbo 9 Str,2008,320000,100000,Diesel,Manual,Second,12,2609,9
6573,Datsun,Datsun GO Plus T BSIV,2016,325000,70000,Petrol,Manual,Second,19,1198,7
6574,Tata,Tata Manza Aqua Quadrajet BS IV,2010,160000,30000,Diesel,Manual,Second,21,1248,5
6575,Mahindra,Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Manual,First,16,1493,7
6576,Maruti,Maruti Swift VXI,2020,600000,5000,Petrol,Manual,First,21,1197,5
6577,Maruti,Maruti Alto 800 VXI,2014,229999,30000,Petrol,Manual,Second,22,796,5
6578,Maruti,Maruti Swift ZDi,2014,440000,70000,Diesel,Manual,Second,22,1248,5
6579,Chevrolet,Chevrolet Spark 1.0 LT,2007,90000,60000,Petrol,Manual,Second,18,995,5
6580,Maruti,Maruti Ciaz VDI SHVS,2017,750000,60000,Diesel,Manual,First,28,1248,5
6581,Honda,Honda City V MT,2012,330000,80000,Petrol,Manual,Second,16,1497,5
6582,Maruti,Maruti Ciaz ZDi Plus SHVS,2016,715000,70000,Diesel,Manual,Second,28,1248,5
6583,Skoda,Skoda Fabia 1.2 TDI Active Plus,2013,250000,150000,Diesel,Manual,Second,20,1199,5
6584,Maruti,Maruti Zen Estilo 1.1 LX BSIII,2007,120000,150000,Petrol,Manual,Second,18,1061,5
6585,Ford,Ford Ikon 1.6 Nxt,2004,100000,25000,Petrol,Manual,Third,14,1597,5
6586,Skoda,Skoda Rapid 1.5 TDI AT Style BSIV,2017,850000,35000,Diesel,Automatic,Second,21,1498,5
6587,Hyundai,Hyundai Xcent 1.2 CRDi E Plus,2018,450000,48000,Diesel,Manual,First,25,1186,5
6588,Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,2012,240000,200000,Diesel,Manual,First,22,1199,5
6589,Maruti,Maruti Swift Dzire VDI,2015,600000,135000,Diesel,Manual,First,26,1248,5
6590,Chevrolet,Chevrolet Enjoy 1.3 TCDi LS 7,2016,280000,110000,Diesel,Manual,Second,18,1248,7
6591,Hyundai,Hyundai Verna 1.6 SX,2012,465000,146000,Diesel,Manual,Second,22,1582,5
6592,Maruti,Maruti Alto 800 LXI,2018,350000,44000,Petrol,Manual,First,24,796,5
6593,Hyundai,Hyundai i10 Magna 1.2 iTech SE,2013,325000,70000,Petrol,Manual,First,20,1197,5
6594,Tata,Tata Indica V2 DLS TC,2004,50000,271000,Diesel,Manual,First,16,1405,5
6595,Maruti,Maruti Alto LXi BSIII,2006,110000,120000,Petrol,Manual,Third,19,796,5
6596,Tata,Tata Indigo eCS LX BSIV,2013,220000,80000,Diesel,Manual,First,23,1396,5
6597,Mahindra,Mahindra Bolero 2011-2019 SLE BSIII,2015,515000,60000,Diesel,Manual,First,15,2523,7
6598,Maruti,Maruti Ciaz 1.4 Sigma,2018,750000,40000,Petrol,Manual,First,20,1373,5
6599,Hyundai,Hyundai EON Sportz,2018,350000,25000,Petrol,Manual,First,21,814,5
6600,Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Manual,First,18,1197,5
6601,Maruti,Maruti Alto 800 LXI,2017,300000,27000,Petrol,Manual,First,24,796,5
6602,Maruti,Maruti Baleno Alpha 1.3,2017,650000,35000,Diesel,Manual,Second,27,1248,5
6603,Maruti,Maruti A-Star Vxi,2014,250000,40000,Petrol,Manual,First,19,998,5
6604,Maruti,Maruti Alto 800 LXI,2014,200000,40000,Petrol,Manual,Third,22,796,5
6605,Mahindra,Mahindra Scorpio S10 7 Seater,2015,950000,75262,Diesel,Manual,First,15,2179,7
6606,Tata,Tata Indigo eCS LX BSIV,2012,200000,120000,Diesel,Manual,First,23,1396,5
6607,Hyundai,Hyundai EON 1.0 Era Plus,2016,276000,60000,Petrol,Manual,First,20,998,5
6608,Hyundai,Hyundai EON Magna Plus,2014,250000,40000,Petrol,Manual,First,21,814,5
6609,Maruti,Maruti Alto LX,2008,95000,80000,Petrol,Manual,Second,19,796,5
6610,Tata,Tata Indigo CR4,2011,200000,70000,Diesel,Manual,Second,23,1396,5
6611,Hyundai,Hyundai Verna 1.6 SX,2012,450000,100000,Diesel,Manual,Second,22,1582,5
6612,Mahindra,Mahindra XUV500 W6 2WD,2013,900000,18000,Diesel,Manual,First,15,2179,7
6613,Tata,Tata Indigo CS LX (TDI) BS III,2010,200000,175000,Diesel,Manual,First,19,1396,5
6614,Hyundai,Hyundai i10 Sportz,2010,200000,70000,Petrol,Manual,Second,20,1197,5
6615,Mahindra,Mahindra Bolero 2011-2019 SLE,2011,370000,91863,Diesel,Manual,Second,15,2523,7
6616,Tata,Tata Indigo CS GLX BS III,2008,250000,100000,Petrol,Manual,First,15,1193,5
6617,Renault,Renault KWID RXT,2016,290000,10000,Petrol,Manual,First,25,799,5
6618,Maruti,Maruti Ertiga SHVS VDI,2018,900000,35000,Diesel,Manual,First,24,1248,7
6619,Ford,Ford Figo Diesel Celebration Edition,2013,325000,120000,Diesel,Manual,Second,20,1399,5
6620,Hyundai,Hyundai Grand i10 Magna,2016,425000,30000,Petrol,Manual,First,18,1197,5
6621,Renault,Renault KWID RXT,2016,315000,60000,Petrol,Manual,First,25,799,5
6622,Maruti,Maruti Alto K10 VXI,2014,300000,70000,Petrol,Manual,First,23,998,5
6623,Hyundai,Hyundai i10 Sportz,2013,325000,70000,Petrol,Manual,Second,20,1197,5
6624,Hyundai,Hyundai Creta 1.4 CRDi S,2016,900000,130000,Diesel,Manual,First,21,1396,5
6625,Hyundai,Hyundai Creta 1.4 CRDi S Plus,2016,950000,133000,Diesel,Manual,First,21,1396,5
6626,Volkswagen,Volkswagen Vento Diesel Trendline,2010,320000,120000,Diesel,Manual,Third,20,1598,5
6627,Volkswagen,Volkswagen Ameo 1.0 MPI Trendline,2019,500000,20000,Petrol,Manual,First,19,999,5
6628,Ford,Ford Figo Petrol LXI,2012,290000,25000,Petrol,Manual,First,15,1196,5
6629,Tata,Tata Nano Lx BSIV,2012,60000,90000,Petrol,Manual,First,25,624,4
6630,Maruti,Maruti A-Star Vxi,2009,120000,140000,Petrol,Manual,Third,19,998,5
6631,Honda,Honda City i-DTEC VX,2017,850000,103000,Diesel,Manual,First,25,1498,5
6632,Toyota,Toyota Innova Crysta 2.4 GX MT BSIV,2017,1750000,23000,Diesel,Manual,First,13,2393,7
6633,Honda,Honda City i DTEC V,2015,600000,128000,Diesel,Manual,First,26,1498,5
6634,Volkswagen,Volkswagen Polo 1.5 TDI Highline,2015,620000,33000,Diesel,Manual,First,20,1498,5
6635,Maruti,Maruti Alto LXi BSIII,2009,150000,70000,Petrol,Manual,Second,19,796,5
6636,Hyundai,Hyundai Santro Xing GL,2011,150000,40000,Petrol,Manual,Fourth,0,1086,5
6637,Tata,Tata Indigo Grand Petrol,2008,135000,40000,Petrol,Manual,Fourth,12,1396,5
6638,Tata,Tata Indica Vista Terra 1.4 TDI,2011,200000,80000,Diesel,Manual,First,17,1405,5
6639,Maruti,Maruti Ciaz ZDi,2015,730000,70000,Diesel,Manual,First,26,1248,5
6640,Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,800000,100000,Diesel,Manual,First,12,2494,8
6641,Mahindra,Mahindra Xylo E8,2009,300000,90000,Diesel,Manual,Second,14,2498,8
6642,Ford,Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Manual,Second,20,1399,5
6643,Honda,Honda Civic 1.8 V MT Inspire,2011,350000,50000,Petrol,Manual,First,15,1799,5
6644,Hyundai,Hyundai Xcent 1.1 CRDi S,2015,509999,62000,Diesel,Manual,Second,24,1120,5
6645,Maruti,Maruti Ertiga LDI,2012,400000,90000,Diesel,Manual,First,20,1248,7
6646,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,800000,80000,Diesel,Manual,First,12,2494,7
6647,Tata,Tata Manza Club Class Quadrajet90 LS,2013,250000,50000,Diesel,Manual,First,21,1248,5
6648,Hyundai,Hyundai Creta 1.6 CRDi SX,2016,930000,47552,Diesel,Manual,Second,19,1582,5
6649,Maruti,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,720000,40000,Diesel,Manual,Second,24,1248,5
6650,Ford,Ford Figo Petrol EXI,2011,225000,15000,Petrol,Manual,First,15,1196,5
6651,Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,20000,Diesel,Manual,First,23,1498,5
6652,Hyundai,Hyundai i20 Active 1.2,2018,530000,52000,Petrol,Manual,First,17,1197,5
6653,Hyundai,Hyundai i20 Magna 1.2,2016,470000,70000,Petrol,Manual,First,18,1197,5
6654,Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,110000,Diesel,Manual,First,15,2523,9
6655,Tata,Tata Safari Storme LX,2014,540000,77500,Diesel,Manual,Second,14,2179,7
6656,Maruti,Maruti Swift VDI BSIV,2015,459999,100000,Diesel,Manual,Second,25,1248,5
6657,Renault,Renault KWID RXL,2019,325000,14700,Petrol,Manual,First,25,799,5
6658,Maruti,Maruti Omni MPI STD BSIV,2016,240000,40000,Petrol,Manual,First,16,796,5
